,age,workclass,people_responded,education,educational_level,marital-status,occupation,relationship,race,gender,money_gain,money_loss,hours_per_week,country,comfortability
24078,61,Private,260062,10th,6,Never-married,Other-service,Own-child,White,Female,4416,0,38,United-States,0
37140,48,Private,99096,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,1590,38,United-States,0
31546,43,Private,124330,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,46,United-States,0
18506,28,Private,461929,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,0
17387,57,,222216,Assoc-voc,11,Widowed,,Unmarried,White,Female,0,0,38,United-States,0
20090,23,Private,33016,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
23867,58,Private,147989,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
11554,19,Private,311293,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,0
2071,35,Private,420040,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
13720,53,Private,23686,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,1741,40,United-States,0
33625,25,Private,267426,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
27559,36,Private,33355,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,0
42856,41,State-gov,129865,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
6143,28,Private,227778,Assoc-voc,11,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,0
9714,61,Private,181028,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,18,United-States,0
40260,27,Private,211032,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
3849,72,Self-emp-not-inc,112658,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,42,United-States,0
23312,43,Federal-gov,222756,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
36265,33,Private,245211,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
4635,25,Private,67467,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
31180,17,,659273,11th,7,Never-married,,Own-child,Black,Female,0,0,40,Trinadad&Tobago,0
4839,52,Self-emp-inc,210736,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
3876,38,Private,188503,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,6497,0,35,United-States,0
32546,26,Private,167350,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
40641,37,Private,21798,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
40199,50,Self-emp-inc,104849,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,0
19064,59,Self-emp-not-inc,172618,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
22096,51,Private,148431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27711,40,Self-emp-not-inc,85668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23428,57,Private,367334,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,0
2001,56,Federal-gov,97213,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
30402,18,Private,39222,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
15414,56,Private,143266,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
39605,29,Private,151476,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,0
13442,26,State-gov,252284,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
5867,48,Private,123681,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
23878,25,Private,232991,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,0
16156,55,Private,200327,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,18,United-States,0
37825,46,Private,285570,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
12880,65,,149131,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40,Italy,1
3900,52,Private,104501,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,1
16425,34,,55921,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
13081,39,Private,89419,Assoc-voc,11,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Columbia,0
12550,42,Private,31251,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,0
20014,28,Private,496526,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
5664,41,Private,421871,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
12196,29,Private,375078,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Mexico,0
13382,41,Federal-gov,160467,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,40,United-States,0
18000,24,Private,611029,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
24245,32,Local-gov,232475,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
6521,67,Self-emp-not-inc,94809,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,2346,0,33,United-States,0
23879,59,Private,135647,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
38371,39,Self-emp-not-inc,154641,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,8614,0,50,United-States,1
26682,36,Private,143385,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
3792,27,Private,133937,Masters,14,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
31651,23,,226891,HS-grad,9,Never-married,,Other-relative,Asian-Pac-Islander,Female,0,0,20,South,0
23925,19,,43739,HS-grad,9,Never-married,,Own-child,White,Male,0,0,40,United-States,0
5274,34,Private,356882,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
5110,55,Private,354923,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
6057,30,Private,342709,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
10653,25,Private,33610,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,0
37915,41,State-gov,355756,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
10845,42,Private,344624,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States,1
10793,24,Private,271354,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
30939,34,Private,200117,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
7639,36,Private,175130,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,0
29688,51,Private,203435,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
27494,54,Private,159755,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
30118,37,Private,143058,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
27213,37,Local-gov,270181,Assoc-acdm,12,Married-spouse-absent,Other-service,Unmarried,Black,Female,0,0,50,United-States,0
17764,45,Private,288437,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,4064,0,40,United-States,0
23999,19,Private,570002,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
32740,27,Private,406662,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,4416,0,40,United-States,0
30920,35,Private,139770,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,29,United-States,0
19747,37,Private,334291,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
35035,28,,192257,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,5,United-States,0
10521,21,Private,322144,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
37957,36,Private,185848,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
40692,67,Private,279980,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,10605,0,10,United-States,1
40817,54,Private,183248,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,0
2387,32,,640383,Bachelors,13,Divorced,,Unmarried,White,Female,0,0,40,United-States,0
32639,50,Self-emp-inc,123429,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Italy,1
31955,50,Private,168539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
28020,56,Private,119859,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,1
30983,33,Private,392812,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,1
33983,24,Private,200207,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
34798,39,Self-emp-inc,186934,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,40,United-States,0
3227,28,Private,293398,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,0
41438,33,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
20933,22,Private,52262,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
1948,32,Private,252168,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,35,United-States,0
10613,41,Private,205153,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
43392,45,Self-emp-not-inc,176814,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,3411,0,40,United-States,0
19428,41,Private,174201,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
7270,46,Private,174386,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,24,United-States,0
6127,19,Private,138946,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
31039,32,Private,119176,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,44,United-States,0
37048,65,Local-gov,188903,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,6418,0,45,United-States,1
10685,34,Private,169496,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
39808,30,Private,167558,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,35,Mexico,0
26302,37,Private,538443,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,14344,0,40,United-States,1
40632,26,Local-gov,271836,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,1
2468,52,Private,256861,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
11484,55,Federal-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
18600,28,Private,314659,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,0
22148,48,Local-gov,452402,Doctorate,16,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,15,United-States,0
31702,49,Self-emp-not-inc,181717,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,7,United-States,1
19270,44,Private,186916,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
35422,22,Private,278021,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
38034,38,Private,134635,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,0
10408,26,Private,485117,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
31904,56,Private,139616,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,1
824,42,Self-emp-not-inc,206066,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,45,United-States,0
3295,44,Private,170924,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
33343,37,Self-emp-not-inc,188563,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0
27518,51,,157327,5th-6th,3,Married-civ-spouse,,Husband,Black,Male,0,0,8,United-States,0
16179,47,Private,47270,12th,8,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
32690,53,Private,22418,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
18638,50,Private,137192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,20,Philippines,0
39152,28,Private,264735,Masters,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India,0
34887,18,,160984,11th,7,Never-married,,Own-child,White,Female,0,0,6,United-States,0
33014,29,Private,1268339,HS-grad,9,Married-spouse-absent,Tech-support,Own-child,Black,Male,0,0,40,United-States,0
3045,53,Private,180439,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
17361,58,Private,164857,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States,0
42449,50,Local-gov,163921,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
34564,19,Private,125591,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
41041,24,Private,186666,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
26413,46,Private,188729,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,50,United-States,0
34672,62,Private,138621,Assoc-voc,11,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,20,United-States,0
21653,25,,34161,12th,8,Separated,,Unmarried,White,Female,0,0,30,United-States,0
4993,41,Private,51506,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
40449,43,Private,260696,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
40533,51,Self-emp-not-inc,290290,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
5869,62,Private,202242,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0
26572,20,Private,60639,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
10190,25,Private,22546,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,0
31711,23,Private,85139,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
6604,39,Private,179671,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
36633,47,Private,341471,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,0
34796,32,Private,198068,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
39393,51,Private,145409,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
6381,28,Private,312588,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
31043,21,Private,202871,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,44,United-States,0
40847,56,Private,286487,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2885,0,45,United-States,0
13609,35,Private,213208,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,38,Jamaica,0
42865,45,Self-emp-inc,84324,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
21548,43,Self-emp-inc,170214,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,0
28539,68,Private,90526,12th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,0
20894,52,Private,102828,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
41022,51,Private,158746,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,60,United-States,1
34369,29,Private,337693,5th-6th,3,Never-married,Other-service,Own-child,White,Female,0,0,40,El-Salvador,0
1920,63,Private,154526,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
27658,22,Private,99199,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,0
33407,52,Private,163678,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0
26397,43,Self-emp-not-inc,170230,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,0
14058,23,Private,35633,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
29982,71,Private,150943,Bachelors,13,Widowed,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,0
4424,43,Self-emp-inc,209547,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,1
13918,24,Private,354351,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
14197,22,Private,401690,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,Mexico,0
40868,54,Self-emp-inc,103794,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,5721,0,35,United-States,0
