class,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
e,5,3,4,1,5,1,0,0,4,1,0,2,2,2,4,0,0,1,3,2,4,0
e,2,0,2,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,1,4,0
p,5,3,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,4,1
e,2,3,4,1,5,1,0,0,6,1,0,2,2,5,5,0,0,1,3,2,4,0
p,5,0,5,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,1,4,0
p,5,0,6,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,0,2,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,2,5,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,5,4
e,2,0,2,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,1,5,0
p,5,3,7,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,4,1
p,5,2,5,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,2,5,0
p,2,0,7,0,2,1,0,0,4,0,0,1,1,0,3,0,0,1,1,0,4,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,1,5,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,2,4,0
e,5,0,4,1,5,1,0,0,6,1,0,2,2,5,5,0,0,1,3,1,5,0
e,2,0,2,1,5,1,0,0,7,1,0,2,2,2,4,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,5,4,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,4,1
e,2,3,2,1,5,1,0,0,6,1,0,2,2,4,4,0,0,1,3,2,5,0
p,2,0,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,5,4
e,2,3,2,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,2,5,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,2,2,0,0,1,3,2,5,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,5,1
e,2,3,3,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,4,1
p,5,0,6,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,0,2,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,1,4,0
p,5,0,7,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,4,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,4,2,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,2,4,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,7,1,0,2,2,2,2,0,0,1,3,1,4,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,2,4,0
p,5,2,3,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,5,5,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,5,4,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,1,5,0
e,5,0,3,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,2,4,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,2,5,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,5,4
p,5,2,6,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,5,4
p,5,2,6,0,1,1,1,1,6,0,0,2,2,5,5,0,0,1,3,2,3,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,5,4
e,5,3,3,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,4,1
e,2,3,2,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,5,4,0,0,1,3,2,5,0
e,5,0,3,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,4,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,1,4,0
p,5,2,6,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,1,3,0
p,5,3,7,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,5,1
e,2,0,2,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,5,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,5,0
e,5,3,4,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,5,1
e,2,3,4,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,2,5,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,2,4,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,4,4,0,0,1,3,1,5,0
p,5,2,3,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,4,2,0,0,1,3,1,4,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,2,4,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,1,4,0
p,5,0,5,0,1,1,0,1,0,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,5,1
e,2,3,3,1,5,1,0,0,4,1,0,2,2,2,4,0,0,1,3,1,5,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,5,0
p,5,2,5,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,2,4,0
e,5,3,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,2,5,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,5,4
p,5,0,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,5,4
e,2,3,4,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,2,4,0
p,5,2,3,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,2,4,0
p,2,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,4,0
p,5,0,5,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,7,1,0,2,2,5,4,0,0,1,3,1,4,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,5,0
p,5,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,5,1
e,2,0,3,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,1,5,0
p,5,0,6,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,4,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,7,1,0,2,2,2,4,0,0,1,3,2,5,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,0,3,0,0,1,1,0,4,4
p,5,0,3,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,4,4
p,5,2,5,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,1,4,0
e,5,3,3,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,4,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,4,2,0,0,1,3,2,5,0
e,5,3,4,1,5,1,0,0,6,1,0,2,2,5,5,0,0,1,3,2,4,0
e,2,3,2,1,5,1,0,0,4,1,0,2,2,2,2,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,5,2,0,0,1,3,2,5,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,5,2,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,1,5,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,2,5,0
p,5,0,5,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,2,4,0
e,2,0,2,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,1,4,0
p,5,2,6,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,2,4,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,5,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,4,1
e,2,0,2,1,5,1,0,0,3,1,0,2,2,5,4,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,5,1
e,2,0,2,1,5,1,0,0,7,1,0,2,2,4,5,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,2,5,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,4,2,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,4,1
e,2,3,2,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,4,0
p,5,0,6,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,5,4,0,0,1,3,2,5,0
e,5,3,3,1,5,1,0,0,4,1,0,2,2,4,4,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,6,1,0,2,2,4,4,0,0,1,3,2,5,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,2,5,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,5,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,2,4,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,2,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,2,4,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,1,5,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,2,4,0
e,2,0,4,1,5,1,0,0,7,1,0,2,2,5,4,0,0,1,3,1,4,0
p,5,0,5,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,2,3,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,4,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,4,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,2,4,0
p,5,2,6,0,1,1,0,1,0,0,0,2,2,5,5,0,0,1,3,1,3,0
p,5,0,5,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,5,4
e,5,0,3,1,5,1,0,0,4,1,0,2,2,5,4,0,0,1,3,1,4,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,1,4,0
p,5,2,5,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,4,1
e,2,3,4,1,5,1,0,0,7,1,0,2,2,2,4,0,0,1,3,1,4,0
e,5,0,2,1,5,1,0,0,4,1,0,2,2,2,2,0,0,1,3,1,5,0
p,5,0,6,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,2,5,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,4,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,1,5,0
p,5,0,7,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,5,4
e,2,0,3,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,1,4,0
e,5,0,2,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,1,5,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,4,0
p,5,0,3,0,1,1,1,1,6,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,7,1,0,2,2,5,5,0,0,1,3,2,5,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,5,4
e,2,3,4,1,5,1,0,0,7,1,0,2,2,2,4,0,0,1,3,2,4,0
p,5,2,3,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,2,3,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,4,1
e,2,0,2,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,4,0
e,2,3,4,1,5,1,0,0,6,1,0,2,2,4,5,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,5,4,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,2,5,0
p,5,0,6,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,4,1
p,5,0,3,0,1,1,1,1,6,0,0,2,2,5,5,0,0,1,3,2,4,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,5,5,0,0,1,3,2,4,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,2,4,0
p,2,3,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,5,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,5,1
e,2,3,2,1,5,1,0,0,4,1,0,2,2,2,4,0,0,1,3,2,5,0
p,5,0,5,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,2,3,0
p,5,2,3,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,1,4,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,2,4,0,0,1,3,2,5,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,4,2,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,1,4,0
p,5,2,5,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,5,0
e,2,0,2,1,5,1,0,0,7,1,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,2,4,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,4,0
e,2,0,2,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,5,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,2,2,0,0,1,3,1,4,0
p,2,0,7,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,4,4
e,5,0,3,1,5,1,0,0,4,1,0,2,2,5,4,0,0,1,3,1,5,0
p,5,2,5,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,2,3,0
e,5,3,2,1,5,1,0,0,7,1,0,2,2,5,4,0,0,1,3,2,5,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,1,5,0
e,2,0,2,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,2,4,0
e,5,0,2,1,5,1,0,0,6,1,0,2,2,4,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,1,4,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,4,0
p,5,2,6,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,3,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,5,0
p,5,0,5,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,7,1,0,2,2,5,2,0,0,1,3,2,5,0
e,5,3,4,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,2,4,0
p,5,0,3,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,1,5,0
p,5,0,5,0,1,1,0,1,0,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,0,2,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,2,5,0
p,5,2,6,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,1,3,0
e,5,3,4,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,5,1
p,5,2,3,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,2,5,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,5,1
p,5,2,5,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,4,5,0,0,1,3,1,5,0
p,5,2,3,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,2,3,0
e,5,3,3,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,2,4,0
e,5,3,3,1,5,1,0,0,7,1,0,2,2,4,5,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,1,4,0
e,2,0,4,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,2,5,0
p,5,2,3,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,5,4,0,0,1,3,1,4,0
e,5,0,2,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,2,4,0
e,2,0,3,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,2,5,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,5,2,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,5,1
p,5,2,3,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,3,2,1,5,1,0,0,7,1,0,2,2,2,2,0,0,1,3,1,5,0
e,5,3,3,1,5,1,0,0,7,1,0,2,2,4,5,0,0,1,3,2,5,0
p,5,0,3,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,5,5,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,1,5,0
e,2,0,2,1,5,1,0,0,6,1,0,2,2,4,5,0,0,1,3,1,4,0
p,5,0,7,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,4,4
p,5,2,3,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,4,1,0,2,2,2,2,0,0,1,3,2,5,0
e,2,3,4,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,1,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,4,4
e,2,3,3,1,5,1,0,0,7,1,0,2,2,4,5,0,0,1,3,1,5,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,2,4,0
p,5,0,3,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,2,4,0
p,2,3,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,5,4
e,2,0,2,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,4,4
e,2,3,3,1,5,1,0,0,6,1,0,2,2,5,4,0,0,1,3,1,4,0
p,5,0,5,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,0,2,1,5,1,0,0,7,1,0,2,2,4,4,0,0,1,3,2,4,0
p,5,0,5,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,2,6,0,1,1,0,1,6,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,2,4,0
p,5,2,5,0,1,1,1,1,6,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,5,0
e,5,0,4,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,2,4,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,4,4,0,0,1,3,1,5,0
e,2,3,2,1,5,1,0,0,6,1,0,2,2,5,5,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,5,1
p,5,0,3,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,0,3,0,2,1,0,0,0,0,0,1,1,4,0,0,0,1,1,0,4,4
p,5,0,6,0,1,1,1,1,6,0,0,2,2,5,5,0,0,1,3,2,3,0
e,2,3,4,1,5,1,0,0,4,1,0,2,2,2,5,0,0,1,3,1,5,0
e,2,3,3,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,1,5,0
p,5,0,6,0,1,1,1,1,0,0,0,2,2,5,5,0,0,1,3,1,3,0
e,5,3,3,1,5,1,0,0,7,1,0,2,2,2,5,0,0,1,3,1,5,0
e,2,3,4,1,5,1,0,0,7,1,0,2,2,5,4,0,0,1,3,1,4,0
e,2,0,3,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,1,5,0
e,5,3,2,1,5,1,0,0,4,1,0,2,2,4,2,0,0,1,3,1,5,0
e,2,3,2,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,1,5,0
p,5,0,6,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,1,3,0
e,2,0,2,1,5,1,0,0,4,1,0,2,2,2,2,0,0,1,3,2,5,0
p,5,3,7,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,5,0
e,2,0,3,1,5,1,0,0,4,1,0,2,2,5,4,0,0,1,3,2,4,0
e,2,3,4,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,2,4,0
p,5,0,3,0,1,1,1,1,4,0,0,2,2,5,5,0,0,1,3,2,4,0
p,5,2,5,0,1,1,0,1,3,0,0,2,2,5,5,0,0,1,3,2,4,0
e,2,0,2,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,2,5,0
e,5,0,3,1,5,1,0,0,4,1,0,2,2,4,4,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,1,5,0
p,5,0,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,4,4
e,5,3,4,1,5,1,0,0,6,1,0,2,2,5,5,0,0,1,3,1,4,0
e,2,3,3,1,5,1,0,0,3,1,0,2,2,4,5,0,0,1,3,1,5,0
